,DOI,Publisher,prefix,publisher_name
335,10.1057/9781137410931_10,Palgrave Macmillan US,10.1057,Springer Science and Business Media LLC
336,10.1093/oxfordhb/9780195391374.013.0003,Oxford University Press,10.1093,Oxford University Press (OUP)
337,10.5406/illinois/9780252039805.003.0012,University of Illinois Press,10.5406,University of Illinois Press
338,10.13109/9783666101588.289,Vandenhoeck & Ruprecht,10.13109,Brill Deutschland GmbH
339,10.1016/j.neuint.2017.03.003,Elsevier BV,10.1016,Elsevier BV
340,10.1016/j.jsams.2018.07.007,Elsevier,10.1016,Elsevier BV
341,10.3138/9781442630321-011,University of Toronto Press,10.3138,University of Toronto Press Inc. (UTPress)
342,10.9783/9780812291360-013,University of Pennsylvania Press,10.9783,University of Pennsylvania Press
343,10.1163/9789004325180_018,BRILL,10.1163,Brill
344,10.1163/9789004278653_019,BRILL,10.1163,Brill
345,10.1093/oxfordhb/9780199602056.013.042,Oxford University Press,10.1093,Oxford University Press (OUP)
346,10.5040/9781474285032,Bloomsbury Academic,10.5040,Bloomsbury Academic
347,10.1332/policypress/9781447306863.003.0004,Policy Press,10.1332,Bristol University Press
348,10.1017/9781108576703,Cambridge University Press,10.1017,Cambridge University Press (CUP)
349,10.2174/2213235X02666141112215616,Bentham Science Publishers Ltd.,10.2174,Bentham Science Publishers Ltd.
350,10.1163/9789004322332_004,BRILL,10.1163,Brill
351,10.1163/9789004308473_021,BRILL,10.1163,Brill
352,10.1057/9781137379641,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
353,10.1016/j.apergo.2015.06.022,Elsevier,10.1016,Elsevier BV
354,10.1074/jbc.ra118.005639,American Society for Biochemistry & Molecular Biology (ASBMB),10.1074,American Society for Biochemistry & Molecular Biology (ASBMB)
355,10.1163/9789004284708_027,BRILL,10.1163,Brill
356,10.1002/jcp.30036,Wiley,10.1002,Wiley
357,10.1163/9789004325678_005,BRILL,10.1163,Brill
358,10.1016/j.jallcom.2017.08.146,Elsevier BV,10.1016,Elsevier BV
359,10.1016/j.gmod.2018.01.001,Elsevier,10.1016,Elsevier BV
360,10.1016/j.matdes.2015.12.176,Elsevier Ltd,10.1016,Elsevier BV
361,10.1016/j.msec.2014.11.024,Elsevier Inc.,10.1016,Elsevier BV
362,10.1016/j.neucom.2014.03.078,Elsevier,10.1016,Elsevier BV
363,10.1002/admt.201600072,Wiley-Blackwell Publishing Ltd.,10.1002,Wiley
364,10.1364/OE.26.029068,Optical Society of America,10.1364,Optica Publishing Group
365,10.1017/9781108551069,Cambridge University Press,10.1017,Cambridge University Press (CUP)
366,10.1515/9789048535057-006,Amsterdam University Press,10.1515,Walter de Gruyter GmbH
367,10.1628/978-3-16-159706-0,Mohr Siebeck: Tübingen,10.1628,Mohr Siebeck
368,10.7765/9781526116239.00017,Oxford University Press,10.7765,Manchester University Press
369,10.1163/9789004276819_007,BRILL,10.1163,Brill
370,10.1016/S0140-6736(19)30650-6,Lancet Publishing Group,10.1016,Elsevier BV
371,10.1093/he/9780198791836.003.0007,Oxford University Press,10.1093,Oxford University Press (OUP)
372,10.1007/978-94-017-9282-0_72,Springer Netherlands,10.1007,Springer Science and Business Media LLC
373,10.1163/9789004363809_011,BRILL,10.1163,Brill
374,10.5040/9781474219655,Bloomsbury Publishing,10.5040,Bloomsbury Academic
375,10.4324/9781315590271,Routledge,10.4324,Informa UK Limited
376,10.1163/9789004348677_011,Brill Academic Publishers,10.1163,Brill
377,10.1111/1468-2281.12179,Wiley,10.1111,Wiley
378,10.1080/0144039x.2019.1685256,Informa UK Limited,10.1080,Informa UK Limited
379,10.1177/0959353520954313,SAGE Publications,10.1177,SAGE Publications
380,10.1109/ACCESS.2020.2991350,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
381,10.1016/j.cam.2014.07.016,Elsevier BV,10.1016,Elsevier BV
382,10.1126/science.1248849,American Association for the Advancement of Science,10.1126,American Association for the Advancement of Science (AAAS)
383,10.1112/plms.12218,Cambridge University Press,10.1112,Wiley
384,10.1111/rssb.12187,Wiley,10.1111,Wiley
385,10.7554/eLife.16127,eLife Sciences Publications,10.7554,"eLife Sciences Publications, Ltd"
386,10.1111/rssa.12619,Wiley,10.1111,Wiley
387,10.3109/0142159X.2016.1173663,Taylor & Francis,10.3109,Informa UK Limited
388,10.1007/978-3-319-64498-1_9,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
389,10.1090/tran/7411,American Mathematical Society,10.1090,American Mathematical Society (AMS)
390,10.1093/acprof:oso/9780198743651.003.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
391,10.1038/s42003-019-0520-5,Springer Science and Business Media LLC,10.1038,Springer Science and Business Media LLC
392,10.1007/978-3-030-41788-8_13,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
393,10.1016/j.cognition.2020.104344,Elsevier,10.1016,Elsevier BV
394,10.1007/978-3-030-05441-0,Palgrave Macmillan (part of Springer Nature),10.1007,Springer Science and Business Media LLC
395,10.1017/9781316906903,Cambridge University Press,10.1017,Cambridge University Press (CUP)
396,10.1002/anie.201712456,Wiley-Blackwell Publishing,10.1002,Wiley
397,10.1057/9781137302717_9,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
398,10.1163/9789004300804,Brill,10.1163,Brill
399,10.1007/978-3-319-50094-2_19,Springer,10.1007,Springer Science and Business Media LLC
400,10.4337/9781784718695.00021,Edward Elgar Publishing,10.4337,Edward Elgar Publishing
401,10.1002/ijc.29275,John Wiley & Sons Ltd.,10.1002,Wiley
402,10.18356/43045dc7-en,United Nations Publications,10.18356,United Nations Publications
403,10.2307/j.ctvk8w1m1.16,Society for Libyan Studies,10.2307,JSTOR
404,10.1162/jocn_a_01015,MIT Press,10.1162,MIT Press
405,10.1093/oso/9780198779612.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
406,10.4324/9781315691893,Routledge,10.4324,Informa UK Limited
407,10.1080/00141844.2020.1796735,Ethnos: Journal of Anthropology,10.1080,Informa UK Limited
408,10.1038/s41550-018-0667-x,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
409,10.4324/9781315713915,Routledge: Taylor and Francis Group,10.4324,Informa UK Limited
410,10.1111/acer.13841,Wiley,10.1111,Wiley
411,10.1016/j.future.2019.05.062,Elsevier,10.1016,Elsevier BV
412,10.1093/acprof:oso/9780198744887.001.0001,OUP,10.1093,Oxford University Press (OUP)
413,10.1093/acprof:oso/9780198744887.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
414,10.4324/9780429325649,Routledge,10.4324,Informa UK Limited
415,10.1016/j.csbj.2019.06.003,Elsevier,10.1016,Elsevier BV
416,10.1057/9781137281555_7,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
417,10.4324/9780429429361,Routledge,10.4324,Informa UK Limited
418,10.3390/admsci8040056,MDPI AG,10.3390,MDPI AG
419,10.1016/j.renene.2019.02.129,Elsevier BV,10.1016,Elsevier BV
420,10.1109/TPEL.2015.2511189,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
421,10.1002/9781118758359,"John Wiley & Sons, Inc.",10.1002,Wiley
422,10.1002/9781118557556,"John Wiley & Sons, Inc.",10.1002,Wiley
423,10.1002/9781118968130,Wiley,10.1002,Wiley
424,10.1002/9781118968130,Wiley,10.1002,Wiley
425,10.1163/9789004363731,Brill,10.1163,Brill
426,10.1007/978-981-15-0653-6_10,Springer Singapore,10.1007,Springer Science and Business Media LLC
427,10.1016/j.respol.2018.04.022,Elsevier,10.1016,Elsevier BV
428,10.1021/am5080437,American Chemical Society,10.1021,American Chemical Society (ACS)
429,10.1016/j.jmbbm.2017.06.011,Elsevier BV,10.1016,Elsevier BV
430,10.1016/j.forsciint.2015.07.035,Elsevier BV,10.1016,Elsevier BV
431,10.1145/2750858.2807519,ACM,10.1145,Association for Computing Machinery (ACM)
432,10.1016/j.jclepro.2016.07.027,Elsevier BV,10.1016,Elsevier BV
433,10.1109/TSUSC.2018.2795465,Institute of Electrical and Electronics Engineers (IEEE),10.1109,Institute of Electrical and Electronics Engineers (IEEE)
434,10.4337/9781785365720.00017,Edward Elgar Publishing,10.4337,Edward Elgar Publishing
435,10.1057/978-1-137-33722-1,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
436,10.4007/annals.2020.191.2.2,Mathematical Sciences Publishers ; Princeton University,10.4007,Annals of Mathematics
437,10.7554/eLife.41801.001,eLife Sciences Publications Ltd.,10.7554,"eLife Sciences Publications, Ltd"
438,10.1093/ejil/cht080,Oxford Journals,10.1093,Oxford University Press (OUP)
439,10.1007/s00453-019-00640-2,Springer Verlag,10.1007,Springer Science and Business Media LLC
440,10.1057/978-1-137-53561-0_1,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
441,10.4324/9781315795157,Routledge,10.4324,Informa UK Limited
442,10.1007/978-3-030-55100-1,Springer International Publishing,10.1007,Springer Science and Business Media LLC
443,10.3366/edinburgh/9781474401012.001.0001,Edinburgh University Press,10.3366,Edinburgh University Press
444,10.1017/s1744552316000513,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
445,10.1145/2629565,The Association for Computing Machinery,10.1145,Association for Computing Machinery (ACM)
446,10.1183/20734735.007614,Maney Publishing,10.1183,European Respiratory Society (ERS)
447,10.4324/9781315527819,Oxford,10.4324,Informa UK Limited
448,10.1075/pbns.258,John Benjamins,10.1075,John Benjamins Publishing Company
449,10.1075/ijcl.17108.bak,John Benjamins Publishing Company,10.1075,John Benjamins Publishing Company
450,10.21611/qirt.2014.131,Proceedings of the 12th Quantitative InfraRed Thermography Conference.,10.21611,QIRT Council
451,10.1016/j.trd.2017.11.009,Elsevier,10.1016,Elsevier BV
452,10.1093/oso/9780197509234.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
453,10.1057/978-1-137-39878-9,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
454,10.1007/978-3-319-99058-3_12,Palgrave,10.1007,Springer Science and Business Media LLC
455,10.1017/9781108105392.026,Cambridge University Press,10.1017,Cambridge University Press (CUP)
456,10.1093/acrefore/9780190264093.013.398,Oxford University Press,10.1093,Oxford University Press (OUP)
457,10.1057/9781137446176,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
458,10.1057/9781137014184,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
459,10.1186/s12877-018-0867-3,BioMed Central,10.1186,Springer Science and Business Media LLC
460,10.1038/ncomms13609,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
461,10.1073/pnas.1605434113,National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
462,10.1073/pnas.1605434113,National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
463,10.4324/9781315316529,Routledge,10.4324,Informa UK Limited
464,10.1007/978-3-030-50149-5,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
465,10.1057/978-1-137-48671-4,Palgrave Macmillan US,10.1057,Springer Science and Business Media LLC
466,10.1093/acprof:oso/9780190261122.003.0018,Oxford University Press,10.1093,Oxford University Press (OUP)
467,10.4324/9781315102597,CRC Press,10.4324,Informa UK Limited
468,10.1016/j.cmpb.2015.10.021,Elsevier Ireland Ltd.,10.1016,Elsevier BV
469,10.1093/acprof:oso/9780190243098.003.0005,Oxford University Press,10.1093,Oxford University Press (OUP)
470,10.1162/EVCO_a_00156,M I T Press,10.1162,MIT Press
471,10.5281/zenodo.1219168,Language Science press,10.5281,Zenodo
472,10.4324/9781315693699,Routledge,10.4324,Informa UK Limited
473,10.4324/9781315098944-7,Routledge,10.4324,Informa UK Limited
474,10.1093/acprof:oso/9780199354542.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
475,10.1017/lst.2018.27,Cambridge University Press,10.1017,Cambridge University Press (CUP)
476,10.1017/CBO9781107447936,Cambridge University Press,10.1017,Cambridge University Press (CUP)
477,10.1057/9781137353399_16,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
478,10.1016/j.enbuild.2019.07.021,Elsevier BV,10.1016,Elsevier BV
479,10.1038/s41477-019-0397-9,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
480,10.1093/oso/9780190274726.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
481,10.1075/fillm.9.24sha,John Benjamins,10.1075,John Benjamins Publishing Company
482,10.1038/s41557-019-0309-7,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
483,10.1093/acprof:oso/9780198790471.003.0004,Oxford University Press,10.1093,Oxford University Press (OUP)
484,10.1038/nature13529,Nature Publishing,10.1038,Springer Science and Business Media LLC
485,10.1163/9789004323421_010,Brill,10.1163,Brill
486,10.1093/oso/9780199675456.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
487,10.1017/9781787440319.004,Boydell and Brewer,10.1017,Cambridge University Press (CUP)
488,10.1016/C2016-0-01279-2,Elsevier,10.1016,Elsevier BV
489,10.1016/j.swevo.2016.12.002,Elsevier BV,10.1016,Elsevier BV
490,10.1162/REST_a_00631,MIT Press - Journals,10.1162,MIT Press
491,10.1016/j.sigpro.2020.107915,Elsevier BV,10.1016,Elsevier BV
492,10.1021/jacs.6b01619,American Chemical Society,10.1021,American Chemical Society (ACS)
493,10.1080/14735970.2020.1735161,Routledge,10.1080,Informa UK Limited
494,10.4324/9781003044772-7,Routledge,10.4324,Informa UK Limited
495,10.1007/s10723-016-9383-x,Springer,10.1007,Springer Science and Business Media LLC
496,10.1007/s10916-019-1474-3,Springer,10.1007,Springer Science and Business Media LLC
497,10.5040/9781509916474,Hart Publishing,10.5040,Bloomsbury Academic
498,10.1103/PhysRevResearch.2.023100,American Physical Society,10.1103,American Physical Society (APS)
499,10.37514/PER-B.2015.0674.2.01,Parlour Press,10.37514,The WAC Clearinghouse
500,10.1016/j.jclepro.2016.02.118,Elsevier BV,10.1016,Elsevier BV
501,10.1109/TSP.2016.2639459,Institute of Electrical and Electronics Engineers (IEEE) Publishing,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
502,10.4324/9781315745657,Routledge,10.4324,Informa UK Limited
503,10.1016/j.knosys.2018.06.007,Elsevier BV,10.1016,Elsevier BV
504,10.1016/j.ins.2014.11.030,Elsevier BV,10.1016,Elsevier BV
505,10.1016/j.ins.2014.11.030,Elsevier BV,10.1016,Elsevier BV
506,10.1021/ja507506c,American Chemical Society,10.1021,American Chemical Society (ACS)
507,10.1093/mnras/sty3016,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
508,10.1063/1.5083103,American Institute of Physics,10.1063,AIP Publishing
509,10.1109/TKDE.2019.2947035,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
510,10.1038/ncomms15357,Springer Science and Business Media LLC,10.1038,Springer Science and Business Media LLC
511,10.1109/jiot.2017.2648860,Institute of Electrical and Electronics Engineers (IEEE),10.1109,Institute of Electrical and Electronics Engineers (IEEE)
512,10.1038/nature18299,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
513,10.1371/journal.pgen.1007261,Public Library of Science,10.1371,Public Library of Science (PLoS)
514,10.1039/c5sc03059e,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
515,10.1080/13658816.2014.996567,Taylor & Francis,10.1080,Informa UK Limited
516,10.1101/826149,bioRxiv,10.1101,Cold Spring Harbor Laboratory
517,10.1038/nature14501,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
518,10.1038/nature22392,Nature Publishing,10.1038,Springer Science and Business Media LLC
519,10.1080/24735132.2019.1577524,Taylor & Francis,10.1080,Informa UK Limited
520,10.4324/9781315449722-11,Routledge,10.4324,Informa UK Limited
521,10.1111/gcb.14167,Wiley,10.1111,Wiley
522,10.5040/9781350000704,Bloomsbury Academic,10.5040,Bloomsbury Academic
523,10.1093/acprof:oso/9780199687411.003.0009,Oxford University Press,10.1093,Oxford University Press (OUP)
524,10.1163/9789004290334,BRILL,10.1163,Brill
525,10.1163/9789004281622,Brill,10.1163,Brill
526,10.1515/9783110320640,Mouton de Gruyter,10.1515,Walter de Gruyter GmbH
527,10.1038/nature24471,Nature Publishing,10.1038,Springer Science and Business Media LLC
528,10.1039/c4gc02088j,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
529,10.1111/sms.13513,Wiley,10.1111,Wiley
530,10.1136/bmj.j3423,BMJ,10.1136,BMJ
531,10.1017/9781139248914,Cambridge University Press,10.1017,Cambridge University Press (CUP)
532,10.1163/9789463003438,Brill | Sense,10.1163,Brill
533,10.5040/9781474217705,Bloomsbury Academic,10.5040,Bloomsbury Academic
534,10.1093/oxfordhb/9780199679010.013.19,Oxford University Press,10.1093,Oxford University Press (OUP)
535,10.1017/9781108399609,Cambridge University Press,10.1017,Cambridge University Press (CUP)
536,10.1017/9781316480267,Cambridge University Press,10.1017,Cambridge University Press (CUP)
537,10.4337/9781788971065.00016,Edward Elgar,10.4337,Edward Elgar Publishing
538,10.1057/9781137313300,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
539,10.4324/9780203726013,Routledge,10.4324,Informa UK Limited
540,10.1017/CBO9781139048071,Cambridge University Press,10.1017,Cambridge University Press (CUP)
